state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation,lat,lng,predicted_load,alert_status,recommendation_engine
Bihar,Kaimur (Bhabua),Medium Load,13938,0.4652747883484001,0.5347252116515999,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.966861403299404,78.9914577753294,16058,Normal,Stable
Bihar,Katihar,Medium Load,33639,0.4957638455364309,0.5042361544635691,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.97976181780104,79.12904214255424,38129,High Risk,Deploy 38 kits.
Bihar,Khagaria,Medium Load,13005,0.4712033833141099,0.5287966166858901,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.86015335968531,79.15832926695262,14232,Normal,Stable
Bihar,Kishanganj,Medium Load,16296,0.4671084928816887,0.5328915071183112,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.66628618661364,78.92775983939201,17501,High Risk,Deploy 17 kits.
Bihar,Lakhisarai,Low Load,7691,0.4832921596671434,0.5167078403328565,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.150796760565974,79.47886745375027,8594,Normal,Stable
Bihar,Madhepura,Medium Load,17824,0.3568222621184919,0.6431777378815081,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.960867707656547,78.99535604798673,22076,High Risk,Deploy 22 kits.
Bihar,Madhubani,High Load,37884,0.4486326681448632,0.5513673318551368,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",22.024511094141534,79.03668941230433,42227,High Risk,Deploy 42 kits.
Bihar,Monghyr,Low Load,10,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.865846725300237,78.5150896407508,11,Normal,Stable
Bihar,Munger,Low Load,7808,0.3972848360655737,0.6027151639344263,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.6642072930722,78.68818759016177,9296,Normal,Stable
Bihar,Muzaffarpur,High Load,31844,0.4292802411757317,0.5707197588242683,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",22.07443369769347,78.92974548149945,35752,High Risk,Deploy 35 kits.
Bihar,Nalanda,Medium Load,18083,0.3403749377868716,0.6596250622131283,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.85666282086629,79.06829034256394,22501,High Risk,Deploy 22 kits.
Bihar,Nawada,Medium Load,16359,0.414511889479797,0.585488110520203,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.789823345379933,78.79569181155105,20325,High Risk,Deploy 20 kits.
Bihar,Pashchim Champaran,Low Load,56,0.2321428571428571,0.7678571428571429,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.17618223305003,79.23066487088244,61,Normal,Stable
Bihar,Patna,High Load,30195,0.3957277694982613,0.6042722305017387,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",25.5941,85.1376,34707,High Risk,Deploy 34 kits.
Bihar,Purba Champaran,Low Load,33,0.2424242424242424,0.7575757575757576,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.254535504572484,79.2891435377214,36,Normal,Stable
Bihar,Purnea,Low Load,628,0.2165605095541401,0.7834394904458599,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.583624874233116,79.44525803718456,695,Normal,Stable
Bihar,Purnia,Medium Load,31172,0.4351340947003721,0.5648659052996279,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.356233346422005,78.99395303795019,32960,High Risk,Deploy 32 kits.
Bihar,Rohtas,Medium Load,16842,0.4437715235720223,0.5562284764279777,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.669816931607638,78.76298252577826,19737,High Risk,Deploy 19 kits.
Bihar,Saharsa,Medium Load,18702,0.3353652015827184,0.6646347984172816,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.44723040355064,79.36681476433645,21517,High Risk,Deploy 21 kits.
Bihar,Samastipur,High Load,33157,0.4123714449437524,0.5876285550562476,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",21.668162521445577,79.40423888340285,35156,High Risk,Deploy 35 kits.
Bihar,Samstipur,Low Load,33,0.0909090909090909,0.9090909090909092,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.385051371772477,79.01550455190429,36,Normal,Stable
Bihar,Saran,Medium Load,20926,0.3732199178056007,0.6267800821943993,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.129439002644446,79.23700269423217,25773,High Risk,Deploy 25 kits.
Bihar,Sheikhpura,Low Load,5341,0.3531173937464894,0.6468826062535106,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.14465367186925,79.19134705812425,5863,Normal,Stable
Bihar,Sheikpura,Low Load,6,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.889562068833317,79.2772188412041,6,Normal,Stable
Bihar,Sheohar,Low Load,5053,0.3572135365129626,0.6427864634870374,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.016314645315248,79.16787118691242,5800,Normal,Stable
Bihar,Sitamarhi,Medium Load,28501,0.4174239500368408,0.5825760499631591,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.16205162650119,78.66937912477184,35544,High Risk,Deploy 35 kits.
Bihar,Siwan,Medium Load,17221,0.3928343301782707,0.6071656698217293,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.387427037262803,79.13351427171105,18915,High Risk,Deploy 18 kits.
Bihar,Supaul,Medium Load,18544,0.3678817946505608,0.6321182053494392,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.718929529932506,78.96556036139657,21964,High Risk,Deploy 21 kits.
Bihar,Vaishali,Medium Load,25881,0.3749855106062362,0.6250144893937638,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.923261497195107,78.73746553035534,31117,High Risk,Deploy 31 kits.
Bihar,West Champaran,Medium Load,25109,0.3875502807758174,0.6124497192241826,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.87098436557678,79.05707462429199,27557,High Risk,Deploy 27 kits.
Chandigarh,Chandigarh,Low Load,6476,0.4768375540457072,0.5231624459542927,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.06980448116467,78.99288043328282,7742,Normal,Stable
Chandigarh,Mohali,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.687851743679825,78.98357116413308,1,Normal,Stable
Chandigarh,Rupnagar,Low Load,2,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.632307493877132,79.47637108609142,2,Normal,Stable
Chhatisgarh,Raipur,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.68009856013027,79.28169992995467,1,Normal,Stable
Chhattisgarh,Balod,Low Load,5920,0.170777027027027,0.829222972972973,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.871958403066007,78.61334676151976,6850,Normal,Stable
Chhattisgarh,Baloda Bazar,Medium Load,6731,0.2415688604962115,0.7584311395037885,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.88581196471541,78.7745482688204,7189,Normal,Stable
Chhattisgarh,Balrampur,Low Load,1935,0.2697674418604651,0.7302325581395349,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.990241166942145,78.75772231279333,2355,Normal,Stable
Chhattisgarh,Bastar,Low Load,5332,0.1897974493623405,0.8102025506376594,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.760932148092294,78.81277349252458,5940,Normal,Stable
Chhattisgarh,Bemetara,Low Load,8174,0.1260092977734279,0.873990702226572,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.996894639436015,79.11631753089098,8887,Normal,Stable
Chhattisgarh,Bijapur,Low Load,3196,0.454630788485607,0.545369211514393,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.724443226968027,78.87517347219861,3381,Normal,Stable
Chhattisgarh,Bilaspur,Medium Load,12130,0.2014839241549876,0.7985160758450124,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.604527153635548,79.47504867183854,14170,Normal,Stable
Chhattisgarh,Dakshin Bastar Dantewada,Low Load,1719,0.2693426410703897,0.7306573589296103,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.565590141643035,79.41829737638852,2037,Normal,Stable
Chhattisgarh,Dantewada,Low Load,897,0.2519509476031215,0.7480490523968785,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.002868996252822,79.16646279630038,944,Normal,Stable
Chhattisgarh,Dhamtari,Low Load,6771,0.1177078718062324,0.8822921281937676,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.92873844155315,78.97885372543664,7803,Normal,Stable
Chhattisgarh,Durg,Medium Load,13443,0.1916238934761586,0.8083761065238414,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.85824042752644,79.4442937981649,14724,Normal,Stable
Chhattisgarh,Gariyaband,Low Load,2421,0.2139611730689797,0.7860388269310202,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.334074059143763,78.81271036040383,2854,Normal,Stable
Chhattisgarh,Gaurela-Pendra-Marwahi,Low Load,362,0.1160220994475138,0.8839779005524862,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.503788546733446,79.32612835999024,392,Normal,Stable
Chhattisgarh,Janjgir - Champa,Low Load,15,0.0666666666666666,0.9333333333333332,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.475043616219928,79.28574835737632,17,Normal,Stable
Chhattisgarh,Janjgir Champa,Low Load,21,0.0476190476190476,0.9523809523809524,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.843308563378265,79.4601987687177,23,Normal,Stable
Chhattisgarh,Janjgir-Champa,Medium Load,12892,0.2120695004654049,0.7879304995345952,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.094255155894235,78.68872190638213,15951,Normal,Stable
Chhattisgarh,Jashpur,Low Load,4403,0.1896434249375425,0.8103565750624574,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.41588674023362,79.48980401312807,4744,Normal,Stable
Chhattisgarh,Kabeerdham,Low Load,1695,0.2471976401179941,0.752802359882006,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.41066789467389,78.87272227045246,1895,Normal,Stable
Chhattisgarh,Kanker,Low Load,3103,0.1814373187238156,0.8185626812761844,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.875470270704437,79.23223392791317,3328,Normal,Stable
Chhattisgarh,Kawardha,Low Load,4076,0.1746810598626104,0.8253189401373896,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.45277131463262,79.36781231126453,5033,Normal,Stable
Chhattisgarh,Khairagarh Chhuikhadan Gandai,Low Load,450,0.0911111111111111,0.9088888888888887,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.12488989507035,79.26726874041198,551,Normal,Stable
Chhattisgarh,Kondagaon,Low Load,2760,0.1797101449275362,0.8202898550724638,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.091185574363895,78.8088623560737,3040,Normal,Stable
Chhattisgarh,Korba,Medium Load,12543,0.4567487841824125,0.5432512158175875,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.985882000992213,79.10617564198668,14825,Normal,Stable
Chhattisgarh,Koriya,Low Load,4265,0.2067995310668229,0.793200468933177,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.459827068513952,78.81589841982849,5175,Normal,Stable
Chhattisgarh,Mahasamund,Low Load,6985,0.180100214745884,0.819899785254116,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.566827566068564,78.74256935247605,8109,Normal,Stable
Chhattisgarh,Manendragarhchirmiribharatpur,Low Load,133,0.112781954887218,0.8872180451127819,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.729256152844922,78.67976005497432,153,Normal,Stable
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,Low Load,26,0.1538461538461538,0.8461538461538461,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.363417676278765,78.60291566196862,28,Normal,Stable
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Low Load,5,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.510440762990484,79.08384304065795,5,Normal,Stable
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Low Load,648,0.1342592592592592,0.8657407407407407,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.763885600351312,79.35050094246027,796,Normal,Stable
Chhattisgarh,Mungeli,Low Load,3490,0.2724928366762177,0.7275071633237822,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.8820457931838,79.16235173569603,4292,Normal,Stable
Chhattisgarh,Narayanpur,Low Load,2050,0.2463414634146341,0.7536585365853659,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.906659164475396,78.87474833753092,2412,Normal,Stable
Chhattisgarh,Raigarh,Medium Load,9715,0.2321152856407617,0.7678847143592383,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.923539730659588,78.77713672577315,10859,Normal,Stable
Chhattisgarh,Raipur,Medium Load,12829,0.2198144828123782,0.7801855171876217,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.960274435153867,79.24196156977283,14366,Normal,Stable
Chhattisgarh,Rajnandgaon,Medium Load,11077,0.1404712467274532,0.8595287532725467,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.21528737176341,79.3469135617561,13239,Normal,Stable
Chhattisgarh,Sakti,Low Load,913,0.1215772179627601,0.8784227820372399,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.210105782960284,79.3913250397076,1122,Normal,Stable
Chhattisgarh,Sarangarh-Bilaigarh,Low Load,24,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.728416247219016,78.78285840923493,29,Normal,Stable
Chhattisgarh,Sukma,Low Load,1432,0.2779329608938548,0.7220670391061452,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.723628449110304,79.43032761223154,1726,Normal,Stable
Chhattisgarh,Surajpur,Low Load,5189,0.1451146656388514,0.8548853343611486,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.219959107783815,79.28095156836909,6114,Normal,Stable
Chhattisgarh,Surguja,Low Load,4986,0.2015643802647412,0.7984356197352587,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.54478808055974,79.2810967266046,5319,Normal,Stable
Chhattisgarh,Uttar Bastar Kanker,Low Load,2097,0.1134954697186456,0.8865045302813543,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.366657052607888,78.99822516337183,2269,Normal,Stable
Dadra & Nagar Haveli,Dadra & Nagar Haveli,Low Load,142,0.0985915492957746,0.9014084507042254,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.52923711960591,79.00575672683367,174,Normal,Stable
Dadra And Nagar Haveli,Dadra And Nagar Haveli,Low Load,3200,0.29125,0.70875,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.487748725140303,79.44627290702009,3748,Normal,Stable
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Low Load,388,0.2551546391752577,0.7448453608247423,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.729990007512992,78.97438289088934,408,Normal,Stable
Dadra And Nagar Haveli And Daman And Diu,Daman,Low Load,75,0.28,0.72,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.927758625461497,78.80522778280758,80,Normal,Stable
Dadra And Nagar Haveli And Daman And Diu,Diu,Low Load,3,0.3333333333333333,0.6666666666666666,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.853938796602637,79.1140624718438,3,Normal,Stable
Daman & Diu,Daman,Low Load,304,0.2401315789473684,0.7598684210526315,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.44288651051169,78.81963119224055,319,Normal,Stable
Daman & Diu,Diu,Low Load,183,0.2677595628415301,0.73224043715847,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.682304693772142,79.39553239782143,198,Normal,Stable
Daman And Diu,Daman,Low Load,566,0.5812720848056537,0.4187279151943462,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.50625607198229,78.76667224802755,656,Normal,Stable
Daman And Diu,Diu,Low Load,356,0.6573033707865169,0.3426966292134831,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.23181355069643,78.61750359242347,423,Normal,Stable
Delhi,Central Delhi,Low Load,6106,0.3766786767114314,0.6233213232885686,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.7041,77.1025,7207,Normal,Stable
Delhi,East Delhi,Medium Load,13137,0.3732206744309964,0.6267793255690036,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.7041,77.1025,14383,Normal,Stable
Delhi,Najafgarh,Low Load,195,0.0615384615384615,0.9384615384615383,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.57306392612936,79.49225856506153,232,Normal,Stable
Delhi,New Delhi,Low Load,688,0.5712209302325582,0.4287790697674418,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.7041,77.1025,755,Normal,Stable
Delhi,North Delhi,Low Load,7093,0.3665585788805865,0.6334414211194135,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.7041,77.1025,7909,Normal,Stable
Delhi,North East,Low Load,4659,0.0510839235887529,0.9489160764112472,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.386717079719258,78.97877340098587,5587,Normal,Stable
Delhi,North East Delhi,Medium Load,13731,0.5176607676061467,0.4823392323938533,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.7041,77.1025,16201,Normal,Stable
Delhi,North West Delhi,High Load,44989,0.3494632021160728,0.6505367978839272,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",28.7041,77.1025,54879,High Risk,Deploy 54 kits.
Delhi,Shahdara,Low Load,992,0.2731854838709677,0.7268145161290323,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.953045963704934,78.98797849261535,1172,Normal,Stable
Delhi,South Delhi,Medium Load,28354,0.4019186005501869,0.5980813994498131,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.7041,77.1025,32994,High Risk,Deploy 32 kits.
Delhi,South East Delhi,Low Load,59,0.3220338983050847,0.6779661016949152,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.7041,77.1025,63,Normal,Stable
Delhi,South West Delhi,Medium Load,20477,0.4220833129853006,0.5779166870146994,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.7041,77.1025,23006,High Risk,Deploy 23 kits.
Delhi,West Delhi,Medium Load,24280,0.3556425041186161,0.6443574958813838,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.7041,77.1025,26781,High Risk,Deploy 26 kits.
Goa,Bardez,Low Load,10,0.2,0.8,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.634334876692996,79.48426467958846,10,Normal,Stable
Goa,North Goa,Medium Load,4689,0.4261036468330134,0.5738963531669866,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.45002828523325,79.29966839926709,5835,Normal,Stable
Goa,South Goa,Medium Load,4603,0.4736041711927004,0.5263958288072996,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.361791483888297,78.52728171846417,5195,Normal,Stable
Goa,Tiswadi,Low Load,2,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.957544011332732,78.82002490301645,2,Normal,Stable
Gujarat,Ahmadabad,Medium Load,2879,0.0628690517540812,0.9371309482459188,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.440377281092687,71.65694857509116,3386,Normal,Stable
Gujarat,Ahmedabad,High Load,48493,0.3951291939042748,0.6048708060957252,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",23.0225,72.5714,58626,High Risk,Deploy 58 kits.
Gujarat,Amreli,Medium Load,7374,0.4745050176295091,0.5254949823704909,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.371162152180464,71.64424396413962,8483,Normal,Stable
Gujarat,Anand,Medium Load,14195,0.4062698133145473,0.5937301866854526,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.127564471398532,71.1449863864706,16542,High Risk,Deploy 16 kits.
Gujarat,Arvalli,Low Load,2705,0.5900184842883549,0.4099815157116451,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.92368257183197,71.67478267636893,3106,Normal,Stable
